
"video/1首页样式.mp4","https://picurl.billadom.top/video/1%E9%A6%96%E9%A1%B5%E6%A0%B7%E5%BC%8F.mp4"
"video/2根据浏览量把热门电影放在首页轮播图中（特色功能）.mp4","https://picurl.billadom.top/video/2%E6%A0%B9%E6%8D%AE%E6%B5%8F%E8%A7%88%E9%87%8F%E6%8A%8A%E7%83%AD%E9%97%A8%E7%94%B5%E5%BD%B1%E6%94%BE%E5%9C%A8%E9%A6%96%E9%A1%B5%E8%BD%AE%E6%92%AD%E5%9B%BE%E4%B8%AD%EF%BC%88%E7%89%B9%E8%89%B2%E5%8A%9F%E8%83%BD%EF%BC%89.mp4"
"video/3.用户登录注册功能.mp4","https://picurl.billadom.top/video/3.%E7%94%A8%E6%88%B7%E7%99%BB%E5%BD%95%E6%B3%A8%E5%86%8C%E5%8A%9F%E8%83%BD.mp4"
"video/4.搜索.mp4","https://picurl.billadom.top/video/4.%E6%90%9C%E7%B4%A2.mp4"
"video/4.电影论坛模块（重点模块）.mp4","https://picurl.billadom.top/video/4.%E7%94%B5%E5%BD%B1%E8%AE%BA%E5%9D%9B%E6%A8%A1%E5%9D%97%EF%BC%88%E9%87%8D%E7%82%B9%E6%A8%A1%E5%9D%97%EF%BC%89.mp4"
"video/5.影视分类模块（重点模块！！！）.mp4","https://picurl.billadom.top/video/5.%E5%BD%B1%E8%A7%86%E5%88%86%E7%B1%BB%E6%A8%A1%E5%9D%97%EF%BC%88%E9%87%8D%E7%82%B9%E6%A8%A1%E5%9D%97%EF%BC%81%EF%BC%81%EF%BC%81%EF%BC%89.mp4"
"video/6.演员模块.mp4","https://picurl.billadom.top/video/6.%E6%BC%94%E5%91%98%E6%A8%A1%E5%9D%97.mp4"
"video/7.个人通知模块（特色功能之一）.mp4","https://picurl.billadom.top/video/7.%E4%B8%AA%E4%BA%BA%E9%80%9A%E7%9F%A5%E6%A8%A1%E5%9D%97%EF%BC%88%E7%89%B9%E8%89%B2%E5%8A%9F%E8%83%BD%E4%B9%8B%E4%B8%80%EF%BC%89.mp4"
"video/8.个人中心模块.mp4","https://picurl.billadom.top/video/8.%E4%B8%AA%E4%BA%BA%E4%B8%AD%E5%BF%83%E6%A8%A1%E5%9D%97.mp4"
"video/9.夜间模式（特色功能之一）.mp4","https://picurl.billadom.top/video/9.%E5%A4%9C%E9%97%B4%E6%A8%A1%E5%BC%8F%EF%BC%88%E7%89%B9%E8%89%B2%E5%8A%9F%E8%83%BD%E4%B9%8B%E4%B8%80%EF%BC%89.mp4"
"video/10.数据可视化.mp4","https://picurl.billadom.top/video/10.%E6%95%B0%E6%8D%AE%E5%8F%AF%E8%A7%86%E5%8C%96.mp4"
